//--------------------------------------------------------------------------------------
// GENÉRICO
//--------------------------------------------------------------------------------------
gen_err												=错误
rpt_062_lbl_datos_cliente							= 客户数据 
rpt_062_lbl_operario								= 操作员**： 
rpt_062_lbl_responsable								= 负责**： 
rpt_062_lbl_partesrelacionadas						= 关联方： 
rpt_062_lbl_X                                       = X 
rpt_062_lbl_falsos                                  = 假： 
rpt_062_num_serie_billete							= OE系列 
rpt_062_nro_plancha                                 = 发行Plancha的 
rpt_062_precintobulto                               = 密封Bulto代码： 
rpt_062_precintoparcial                             = 型号： 
rpt_062_precintoremesa                              = 密封Remesa代码： 
rpt_062_precintosbultos                             = 代码Remesa： 
rpt_062_precintosparciales                          = 部分代码： 
rpt_062_lbl_legenda									= **文​​件电子签名。 
rpt_062_lbl_SubTotal								=   
rpt_062_totalbillete								= 累计门票
rpt_062_totalmoneda								    = 奖金总数

//------------------------------------------------------------------------------------------------------------
// REPORTE COMENTARIOS
//------------------------------------------------------------------------------------------------------------

rpt_063_lbl_datos_cliente							= 客户数据 
rpt_063_lbl_datos_prosegur							= 数据PROSEGUR 
rpt_063_lbl_cod_delegacion							= 代表团： 
rpt_063_lbl_cliente									= 客户： 
rpt_063_lbl_sucursal								= 分公司： 
rpt_063_lbl_fecha_recorida							= 审查日期： 
rpt_063_lbl_parciales_contados						= 计数发行parciales： 
rpt_063_lbl_codigo_transporte						= 运输代号： 
rpt_063_lbl_fecha_conteo							= 禁忌日期： 
rpt_063_lbl_codigo_usuario							= 用户代码： 
rpt_063_lbl_codtipocontenedor						= 水平 
rpt_063_lbl_precinto								= 管理区 
rpt_063_lbl_comentario								= 评论 
rpt_063_lbl_supervisor								= 监 
rpt_063_lbl_contador								= 计数器 
rpt_063_lbl_titulo_projecto							= 忌讳 
rpt_063_lbl_titulo_empresa							= 巴西PROSEGUR的S / A 
rpt_063_lbl_documento								= 文件 
rpt_063_lbl_legenda									= **文​​件电子签名。 

//------------------------------------------------------------------------------------------------------------
// REPORTE JUSTIFICATIVA SUPERVISOR
//------------------------------------------------------------------------------------------------------------
     
rpt_064_lbl_titulo_projecto							= 忌讳 
rpt_064_lbl_titulo_reporte							= 理由监事 
CONTEO_rpt_064_lbl_titulo_empresa							= 巴西PROSEGUR的S / A 
rpt_064_lbl_titulo_documento						= 文件 
rpt_064_lbl_datos_cliente							= 客户数据 
rpt_064_lbl_datos_prosegur							= 数据PROSEGUR 
rpt_064_lbl_cod_delegacion							= 代表团： 
rpt_064_lbl_cliente									= 客户： 
rpt_064_lbl_sucursal								= 分公司： 
rpt_064_lbl_fecha_recorida							= 审查日期： 
rpt_064_lbl_codigo_transporte						= 运输代号： 
rpt_064_lbl_fecha_conteo							= 禁忌日期： 
rpt_064_lbl_codigo_usuario							= 用户代码： 
rpt_064_lbl_observaciones							= 评论 
rpt_064_lbl_responsable								= 负责**： 
rpt_064_lbl_FechaIntervencion						= 修改{0} {1} 
rpt_064_lbl_legenda									= **文​​件电子签名。 

//TELA LECTURA DE PRECINTOS
072_titulo_tela = 阅读密封 
072_gbx_identificacion_componentes = 识别组件 
072_lbl_precinto	= Dispensador, Rechazo, Tarjeta
072_lbl_funcion = 功能 
072_gbx_componentes = 组件 
072_grid_precinto = 密封 
072_grid_funcion = 功能 
072_grid_contar = 算 
072_grid_status = 状态 
072_grid_observacion = 评论 
072_btn_adicionar = ＆添加 
072_btn_seguir = ＆按照 
072_btn_salir = 西＆R 
072_gbx_resultado = 导致 
072_msg_precintos_con_erros = 一个或多个密封件不按照发现的资格/条。要检查密封通报吗？ 
072_msg_Sin_Precinto										= 告诉密封。 
072_msg_Sin_Funcion										= 输入的功能。 
072_cmb_selecionar											= 选择功能 
072_grid_excluir													= 删除 
072_msg_sin_precinto_2										= 请提供至少一个密封。 
072_OK																	= 好 
072_Error																= 错误 
072_msg_Precinto_existente				= 印章已被告知插在组件列表中。如果你想改变密封，删除它从清单中的组件，然后重新插入。 
CONTEO_072_lbl_cliente				= customer
CONTEO_072_lbl_subcliente			= SubClient
CONTEO_072_lbl_puntoservico			= Service point
CONTEO_072_lbl_codigoATM			= ATM code
CONTEO_072_lbl_fechatira			= Date Strip
CONTEO_072_lbl_fecharegistracion	= Register Strip
CONTEO_072_gpb_ATM					= ATM
CONTEO_072_msg_precinto_no_identificado = Não Identificado

// Tela Seleccionar Tira
073_titulo_tela						= 选择地带 
073_gbx_Tira						= 剥去 
073_grid_FechaTira					= 日期地带 
073_grid_PerContable				= 会计期间 
073_grid_CodAtm						= 代码自动柜员机 
073_grid_Modalidad					= 形态 
073_grid_Habilit					= 启用 
073_grid_Cliente					= 顾客 
073_grid_SubCliente					= 子客户端 
073_grid_PuntoServicio				= 服务点 
073_btnSelecionar					= 和选择 
073_btnCancelar						= 与取消 
073_Sim								= 是 
073_Nao								= 不 
073_EN_BASE							= 基地 
073_A_PIE_DE_CAJERO					= 现场 
073_Adicion2Tiras					= 另外有两个条 
073_msg_SelecionarTira				= 请选择带被用在Remesa获得。 


// Tela Importar Número de Serie Billete
074_importnumbillete_titulo                           =  进口意​​甲BILLETE数
074_importnumbillete_dadosremesa                      =  汇款数据
074_importnumbillete_DadosArquivo                     =  数据文件
074_lbl_importnumbillete_NumRemessa                   =  识别码：
074_lbl_importnumbillete_Cliente                      =  客户：
074_lbl_importnumbillete_SubCliente                   =  端：
074_lbl_importnumbillete_PuntoServicio                =  服务点：
074_lbl_importnumbillete_ImporteTotal                 =  进口总额：
074_lbl_importnumbillete_Arquivo                      =  存档：
074_btn_importnumbillete_Importar                     =  进口
074_btn_importnumbillete_LerArquivo                   =  阅读存档
074_btn_importnumbillete_Sair                         =  离开
074_msg_numserie_vazio                                =  有没有文件导入。
074_msg_archivoimportacao_vazio                       =  有没有要导入的文件。
074_msg_archivo_existente                             =  文件已被导入。
074_msg_extensao_invalida                             =  拓不接受。
074_msg_divden_nao_aceita                             =  的A（s）雪佛龙（s）和导入文件的名称不符合装运。
074_msg_campoarquivo_vazio                            = 文件字段为空。
074_msg_archivo_importado                             = 成功导入文件。
074_msg_archivo_Inexistente                           = 不存在的文件。
074_msg_confirmacao_exclusao_archivo                  = 该文件已经被读取并失去所有的数据。要删除的文件吗？
074_msg_DireccionArchivoMapeo_noInformado             = 没有被告知参数DireccionArchivoMapeo被。
074_msg_DireccionArchivosImportados_noInformado       = 参数DireccionArchivosImportados没有被告知。
074_msg_Divisa_NaoPertencente_BultoRemesa             = 该文件中包含的边界不属于发货/ Bulto的
074_msg_Denominacion_NaoPertencente_BultoRemesa       = 在该文件中所载面额发货/ Bulto pertecente
074_msg_Modificacion_Pendentes                        = 有保存的更改，真的要退出吗？
074_msg_estruturaachivo_invalida                      = 文件结构不被系统接受。
074_titulo_grid_coluna_arquivo                        = 文件
074_titulo_grid_coluna_denominacao                    = 指定
074_titulo_grid_coluna_divisa                         = 货币
074_titulo_grid_coluna_quantidade                     = 数量
074_titulo_grid_coluna_quantidadeImportada            = 进口数量
074_titulo_grid_coluna_excluir                        = 消除
074_msg_ParametroNombreMaquina_noInformado            = 機名稱參數沒有被告知。
074_msg_falha_importar_arquivo                        = 导入文件失败

//UC_GRID_COMPOSICION_MANUAL
076_Divisa											  = Divisa
076_Denominacion									  = Denominación
076_Deteriorado										  = Deteriorado
076_Valor											  = Valor
076_Cantidad										  = Cantidad
076_Origen											  = Origen
076_Registrar										  = Registrar
076_InformacionFalsos								  = Inf. Falsos
076_InformacionComplementar							  = Inf. Complementario
076_Rechazado									 	  = Rechazado
076_Automatico										  = Automatico
076_Manual											  = Manual
076_MaquinaMacanizado								  = Maquina Mecanizado

//ETIQUETA RECUENTO MECANIZADO
077_Recibo											  = Recibo
077_Lote											  = Lote
077_Valor											  = Valor

//PANTALLA DETALLE ARCHIVOS
078_titulodetallearchivos							= Detalle Archivos
078_error											= Error:
078_btnproximo										= &Proximo
078_btnanterior										= &Anterior
078_volver											= &Volver
078_archivo											= Archivo: 

//HELPERS FRAMEWORK
079_cliente											= Cliente
079_subcliente										= SubCliente
079_puntoservicio									= Pto Servicio
079_canal											= Canal
079_subcanal										= SubCanal
079_codigo											= Código
079_descripcion										= Descripción
079_puesto											= 職位
079_puesto_classificacion							= 由於分類

//UCFILTROGESTIONARMECANIZADO
080_recibotransporte								= Recibo Transporte:
080_fechatransportedesde							= Fecha Transporte Desde:
080_fechatransportehasta							= Hasta:
080_chksoloremesamecanizado							= Solo remesas recuento mecanizado
080_precintoremesa									= Precinto Remesa:
080_precintobulto									= Precinto Bulto:
080_precintoparcial									= Precinto Parcial:
080_estadosremesa									= Estados Remesa
080_estadosbulto									= Estados Bulto
080_estadosparcial									= Estados Parcial
080_fechacreaciondesde								= Fecha Creacion Desde:
080_fechacreacionhasta								= Hasta:
080_puestoclasificacion								= Puesto Clasificación:
080_identificadorparcial							= ID Parcial Maq:
080_filtrosbultosparciales							= Filtros Bultos/Parciales
080_filtrosarchivos									= Filtros Archivos
080_recibo_cliente_obrigatorio						= 該“收據運輸”或“客戶”應被告知。
080_recibo_puesto_obrigatorio						= 在“運輸收據”或“台”應該被告知。
CONTEO_080_archivosrelacionados = 相關文件

ESTADOS (REMESA - BULTO - PARCIAL)
080_asignada										= Asignada
080_pendiente										= Pendiente
080_eliminada										= Eliminada
080_reabierta										= Reabierta
080_cargada											= Cargada
080_pendientefiscalizar								= Pendiente Fiscalizar
080_encurso 										= En Curso
080_rechazada										= Rechazada
080_retirada										= Retirada
080_procesada										= Procesada
080_rechazadaconteo									= Rechazada Conteo
080_modificadasupervisor							= Cambiada Sup.
080_enviadaasaldos									= Enviada Saldos
080_enviada											= Enviada
080_noenviadaasaldos								= No Enviada Saldos
080_noenviadaalegado								= No Enviada Legado
080_pendientecambio									= Pendiente Cambiar
080_conteosip										= Recuento SIP
080_pendienteregistrotira							= Pendiente de Registro Tira
080_rechazadaenviadosaldos							= Rechazada y Enviada Saldos
080_rechazadaenviadolegado							= Rechazada y Enviada Legado
080_sustituida										= Sustituida
080_procesado										= Procesado
080_rechazado										= Rechazado
080_retirado										= Retirado
080_rechazadoconteo									= Rechazado Conteo
080_asignado										= Asignado
080_enviado											= Enviado
080_eliminado										= Eliminado
080_reabierto										= Reabierto
080_parcializado									= Parcializado
080_terminado										= Terminado
080_enviadoasaldos									= Enviado Saldos
080_enviadoalegado									= Enviado Legado
080_rechazadoenviadolegado							= Rechazado y Enviado Legado
080_rechazadoenviadosaldos							= Rechazado y Enviado Saldos
080_noenviadolegado									= No Enviado Legado
080_noenviadosaldos									= No Enviado Saldos
080_sustituido										= Sustituido

//UCGRIDARCHIVOSNOASOCIADOS
081_NombreArchivo										= Nombre Archivo
081_Maquina												= Maquina
081_FechaMaquina										= Fecha Maquina
081_Recibotransporte									= Recibo Transporte
081_IDParcial											= ID Parcial Maq
081_Error												= Error
081_Archivo												= Archivo
081_EstadoArquivo										= 狀態
081_EstadoRL											= 關聯
081_EstadoNR											= 無關
081_FechaActualizacion									= 更新日期

//UCFECHADESDEHASTA
082_titulo_msgbox									= Fecha transporte
082_msg_validacion_fecha                            = El campo 'Fecha desde' no puede tener un valor major que el campo 'Fecha hasta'.

//UCLISTA
083_seleccionartodos								= Seleccionar todos

//UCLISTACONTENEDORES
084_cliente											= Cliente
084_subcliente										= SubCliente
084_puntoservicio									= Pto Servicio
084_recibotransporte								= Recibo Trasporte
084_fechatransporte									= Fec Trasporte
084_estadoparcial									= Estado Parcial
084_precintoremesa									= Precinto Remesa
084_precintobulto									= Precinto Bulto
084_colIdentificadorMecanizado						= ID部分
